"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","zipcode","yr_old","renovated_status"
"18256",490,3,3,1990,31200,1,0,0,3,8,1990,0,98029,35,0
"18257",260,4,3,2240,7200,1,0,0,3,7,1140,1100,98001,54,0
"18258",469.9,4,2,2990,8913,2,0,0,4,9,2990,0,98058,30,0
"18259",493,6,2,2120,3801,2,0,0,4,7,1220,900,98115,96,0
"18260",740,4,2,2920,46355,2,0,0,4,9,2920,NA,98024,23,0
"18261",148.9,4,2,1700,6000,1,0,0,3,7,1700,0,98002,54,0
"18262",475,2,2,1620,14467,2,0,0,3,7,1620,0,98074,40,0
"18263",415,2,1,760,4000,1,0,0,3,7,760,NA,98117,77,0
"18264",229.5,3,1,1230,6000,1,0,0,4,7,1230,0,98002,NA,0
"18265",1355,5,4,4960,13990,2,0,2,3,11,3760,1200,98006,20,0
"18266",385,4,2,2030,11375,1,0,0,3,7,1330,700,98028,52,0
"18267",230,3,2,1830,11331,1,0,0,3,7,1250,580,98001,56,0
"18268",425,2,1,970,2700,1,0,0,4,7,770,200,98115,95,0
"18269",189.9,2,1,1000,4179,1,0,0,5,5,1000,0,98002,107,0
"18270",238,2,1,750,6480,1,0,0,3,6,750,0,98106,78,0
"18271",968.06,4,2,2620,16200,1,0,2,NA,7,1570,1050,98033,71,1
"18272",921,4,2,2220,9496,1,0,0,4,7,1490,730,98004,67,0
"18273",380,5,2,3000,6000,1,0,0,5,7,1500,1500,98178,63,0
"18274",285,1,1,1060,54846,1,1,4,3,5,1060,0,98070,86,0
"18275",449,4,2,1980,5400,2,NA,0,3,8,1980,0,98056,23,0
"18276",625,4,1,1600,5500,2,0,0,4,7,1600,0,98117,75,0
"18277",318.989,4,2,2000,9000,1,0,0,4,8,2000,0,98023,43,0
"18278",445,3,2,1310,1266,2,0,0,3,8,1120,190,98116,19,0
"18279",750,3,1,1120,8549,1,0,0,3,7,1120,0,98004,69,0
"18280",959,3,2,3320,11875,1,0,0,5,10,3320,0,98034,42,0
"18281",330,3,2,2370,9102,2,0,0,3,9,2370,0,98023,31,0
"18282",425,2,2,830,1241,2,0,0,3,7,830,0,98119,16,0
"18283",280,3,1,940,7913,1,0,0,3,6,940,0,98155,73,0
"18284",476.5,4,2,2250,50155,2,0,NA,3,8,2250,0,98045,23,0
"18285",556,3,NA,2020,3600,2,0,0,3,8,2020,0,98033,23,0
"18286",1862,4,5,5240,320917,2,0,2,3,10,5240,0,98024,15,0
"18287",637,4,4,4083,68377,2,0,0,3,10,4083,0,98001,16,0
"18288",405,3,2,1450,6081,1,0,0,4,7,1450,0,98155,52,0
"18289",397,5,1,1170,6757,1,0,0,4,6,800,370,98125,77,0
"18290",895.99,4,3,3555,6565,2,0,0,3,9,3555,0,98053,7,0
"18291",259,3,2,1610,14046,2,0,0,3,7,1610,0,98028,88,1
"18292",420,2,1,960,112384,1,0,0,3,7,960,0,98028,66,0
"18293",518,3,2,1680,2096,2,0,0,3,8,1380,300,98117,13,0
"18294",425,3,2,1380,8182,1,0,0,5,7,1380,0,98133,79,0
"18295",182.5,2,1,1040,13920,1,0,0,3,6,1040,0,98198,48,0
"18296",549.9,3,2,1380,3031,2,0,0,4,7,1380,0,98117,92,0
"18297",445,3,2,1850,16863,1,0,0,4,7,NA,570,98034,41,0
"18298",452,2,2,1740,5400,1,0,0,4,7,990,750,98115,75,0
"18299",715,5,2,1920,6500,1,0,0,3,7,1260,660,98112,70,0
"18300",559,3,2,2010,5200,2,0,0,3,8,2010,0,98034,32,0
"18301",3300,5,6,8020,21738,2,0,0,3,11,8020,0,98006,20,0
"18302",250,4,2,1860,7350,1,0,0,4,7,1090,770,98031,44,0
"18303",1230,5,4,4390,6656,2,0,0,3,9,2930,NA,98199,13,0
"18304",276.5,4,2,2380,128937,1,0,0,4,7,NA,0,98038,61,0
"18305",440,4,2,2880,7386,2,0,0,4,9,2880,0,98058,34,0
"18306",543.2,NA,2,2820,15600,2,0,2,5,7,1970,850,98166,81,0
"18307",250,1,1,750,4000,1,NA,0,3,6,750,0,98136,103,0
"18308",625,4,2,1750,9000,1,0,0,3,8,1410,340,98052,44,1
"18309",530.1,3,1,1540,3399,2,0,0,3,7,1200,340,98117,95,0
"18310",549.9,2,2,1140,936,2,0,0,3,8,940,200,98105,7,0
"18311",430,4,2,1560,6534,1,0,0,NA,7,1560,0,98007,59,0
"18312",835,3,2,2960,6856,2,0,0,3,10,2960,0,98074,12,0
"18313",409.5,4,3,2140,13000,1,0,0,3,7,1320,820,98028,53,0
"18314",329,4,2,1600,6765,1,0,0,3,7,830,770,98106,74,1
"18315",940,4,3,2080,4000,2,0,0,3,8,2080,0,98107,109,NA
"18316",539.95,3,2,1560,3200,2,0,0,3,7,1560,0,98109,111,1
"18317",579.95,4,2,2880,213444,1,0,0,5,8,2140,740,98092,37,0
"18318",881,5,3,2510,4125,2,0,3,5,8,1590,920,98144,96,0
"18319",362.5,3,1,960,5424,2,0,0,3,NA,960,0,98115,105,0
"18320",243.95,2,1,1120,35500,1,0,0,5,6,1120,0,98022,60,0
"18321",658,4,3,3310,6166,NA,0,0,3,9,3310,0,98065,13,0
"18322",218.25,3,2,1080,9774,1,0,0,NA,7,1080,0,98023,53,0
"18323",655,4,2,2860,12394,2,0,0,3,10,2860,0,98075,22,0
"18324",255,3,2,1490,7599,1,0,0,3,7,1490,0,98042,31,0
"18325",215,3,1,1210,7175,1,0,0,3,7,1210,0,98106,103,0
"18326",1265,3,2,2240,5657,2,0,2,4,8,1910,330,98105,80,0
"18327",2920,4,5,4575,24085,2,0,NA,5,10,3905,670,98112,95,0
"18328",424.305,3,2,1600,5960,2,0,2,5,8,1600,0,98168,111,0
"18329",494,4,2,2090,4300,2,0,NA,4,7,1250,840,98136,96,0
"18330",560,4,2,2260,3713,2,0,0,3,9,2260,0,98034,18,0
"18331",130,3,1,1200,7000,2,0,0,1,7,1200,0,98116,113,0
"18332",468,4,2,2480,176418,2,0,3,5,8,2480,0,98022,94,0
"18333",480,5,NA,2240,15435,1,0,1,5,7,1390,850,98155,69,0
"18334",475,3,2,1550,4054,2,0,0,4,NA,1550,0,98115,95,0
"18335",285,4,2,2130,8151,1,0,0,4,7,1330,800,98031,54,0
"18336",765,5,3,2870,5700,1,0,0,3,7,1950,920,98103,57,0
"18337",208,2,1,1160,5750,1,0,0,4,6,1160,0,98065,NA,0
"18338",372,3,2,2430,5000,2,0,0,3,8,2430,0,98042,20,0
"18339",470,2,1,900,5512,1,0,0,3,7,900,0,98115,74,0
"18340",451,5,3,2830,8925,2,0,0,3,7,2830,0,98034,54,0
"18341",442.2,4,2,1620,8132,1,0,0,3,8,1620,0,98052,47,0
"18342",330,4,2,2510,8580,NA,0,0,4,8,2510,0,98023,30,1
"18343",335,3,2,1790,5120,1,NA,0,4,6,940,850,98106,72,0
"18344",280,3,2,1640,13249,1,0,0,3,7,1640,0,98032,26,0
"18345",625,3,2,2240,6050,1,0,0,4,8,1250,990,98116,71,0
"18346",345,3,2,1870,3584,2,0,0,3,8,1870,0,98058,18,0
"18347",255.95,4,1,1500,11050,1,0,0,5,7,1500,0,98058,57,0
"18348",570,4,1,1490,6000,2,0,0,3,7,1490,0,98136,103,0
"18349",685,3,2,2230,8558,2,0,NA,3,8,2230,0,98040,61,0
"18350",273.148,3,2,1710,7210,1,0,0,4,7,1240,470,98031,47,0
"18351",246.5,3,2,1620,7686,2,0,0,3,7,1620,0,98038,32,0
"18352",349.95,NA,2,2250,7176,1,0,0,3,7,1310,940,98055,38,0
"18353",545,4,2,1700,2350,1,0,0,3,6,850,850,98117,NA,1
"18354",403,3,2,1502,1400,3,0,0,3,7,1502,0,98115,16,0
"18355",299.95,4,2,1900,4054,2,0,0,3,7,1900,0,98042,18,0
"18356",792,3,2,3320,12840,1,0,0,3,10,2600,720,98075,31,0
"18357",418,5,2,1980,10205,1,0,0,NA,7,1080,900,98115,92,0
"18358",332.5,4,1,1670,8102,2,0,NA,3,6,1670,0,98166,77,0
"18359",337,3,2,2235,43560,1,NA,0,5,7,990,1245,98010,46,0
"18360",212,2,NA,1070,7386,1,0,0,3,6,1070,0,98108,72,0
"18361",542,2,2,1800,2819,2,0,2,4,9,NA,0,98008,42,0
"18362",622.5,4,2,2980,NA,2,0,0,3,9,2980,0,98065,21,0
"18363",260,3,2,1670,8511,1,0,0,3,7,1340,330,98001,36,0
"18364",525,3,2,2620,38350,1,0,0,4,8,1320,1300,98027,44,0
"18365",975,5,4,5470,35071,2,0,0,3,11,4590,880,98005,45,0
"18366",1140,4,2,3080,6500,1,0,0,NA,9,1700,1380,98199,80,0
"18367",500,3,1,940,10360,1,0,0,4,7,940,0,98033,57,0
"18368",554,5,2,1870,11411,1,0,0,4,8,1170,700,NA,60,0
"18369",343,4,2,2070,4500,2,0,0,3,7,2070,0,98038,17,0
"18370",515,2,2,950,15219,1,0,0,3,8,950,0,98028,12,0
"18371",492,2,1,1290,6272,1,0,0,4,6,890,400,98115,99,0
"18372",655,4,3,2570,8022,1,0,0,4,8,1370,1200,98052,37,0
"18373",290,3,2,1600,6848,2,0,0,3,7,1600,0,98001,21,0
"18374",952.5,4,2,2550,5055,2,0,0,4,10,2550,0,NA,111,0
"18375",235,2,1,1010,7500,1,0,0,3,7,1010,0,98108,80,0
"18376",323,3,2,1720,7110,1,0,0,3,8,1720,0,98106,66,0
"18377",1050,3,2,2200,1970,2,0,0,3,9,1610,590,NA,13,0
"18378",265,0,1,384,213444,1,0,0,3,4,384,0,98070,18,0
"18379",200,2,1,1400,9600,2,0,0,4,6,1400,0,98022,80,0
"18380",419.995,3,2,1830,7500,1,0,0,4,7,1330,500,98155,53,0
"18381",1500,3,3,3110,9015,1,0,NA,4,10,1590,1520,98033,41,0
"18382",455,3,2,1600,7829,2,0,0,3,NA,1600,0,98034,34,0
"18383",660,3,4,3600,37982,2,0,0,4,8,3600,0,98014,25,0
"18384",319,3,1,1390,12823,1,0,0,4,NA,1390,0,98077,53,0
"18385",390,3,2,2092,250905,1,0,0,3,7,2092,0,98022,40,0
"18386",718.5,3,2,1200,6240,1,0,0,3,8,1030,170,98112,69,0
"18387",474,2,1,1090,3160,1,0,0,3,7,840,250,98109,95,0
"18388",615.75,4,2,2140,6360,2,0,0,3,7,1840,300,98115,76,0
"18389",551,3,2,2010,17362,2,0,0,3,8,2010,0,98033,27,0
"18390",230,3,2,1500,7210,1,0,0,3,7,1150,350,98023,37,0
"18391",790,4,2,3500,9198,2,0,0,3,9,3500,0,98053,17,0
"18392",1230,3,2,2660,1967,3,0,3,3,9,1870,790,98119,14,0
"18393",325,3,2,1440,6443,2,NA,0,3,7,1440,0,98019,26,0
"18394",705,4,3,2780,6207,2,0,0,3,8,2780,0,98053,20,0
"18395",259,4,2,1580,8856,2,0,0,3,7,1580,0,98045,42,0
"18396",306,3,2,1250,8700,1,0,0,4,7,1250,0,98168,62,0
"18397",315,3,1,970,6828,1,0,0,3,6,970,0,98106,93,0
"18398",392.5,3,1,1100,7650,1,0,0,3,7,1100,0,98133,69,0
"18399",1065,4,2,3240,12930,2,0,0,4,9,2730,510,98040,53,0
"18400",350.5,2,2,1290,1445,3,0,0,3,8,1290,0,98117,22,0
"18401",825,4,4,3810,9792,2,0,0,3,NA,3810,0,98146,83,1
"18402",235,4,1,1500,6360,2,0,0,3,6,1500,0,98178,77,NA
"18403",650,3,2,2660,257875,1,0,2,4,8,1530,1130,98024,45,NA
"18404",675,4,3,2400,3340,1,0,0,4,7,1200,1200,98107,57,0
"18405",265,4,1,1860,8505,1,0,0,4,7,1860,0,98055,66,0
"18406",822.5,2,1,1450,7098,1,0,4,3,7,1450,0,98109,97,0
"18407",705,3,3,2260,4000,2,0,NA,4,8,1540,720,98109,65,0
"18408",2630,6,5,5540,7200,2,0,2,4,11,3950,1590,NA,112,0
"18409",685,2,2,1300,1676,1,0,2,3,7,1300,0,98122,78,0
"18410",630,4,2,1610,5000,2,0,0,5,7,1610,0,98117,NA,0
"18411",1250,4,3,NA,24166,2,0,1,4,11,3310,510,98040,31,0
"18412",359,4,2,1820,11325,1,0,0,3,8,1390,430,98166,45,0
"18413",784.5,4,5,5820,13906,2,0,0,3,11,NA,2070,98042,28,0
"18414",850,3,2,2470,8800,2,0,0,3,9,2470,0,98040,60,1
"18415",410,3,2,3040,6054,2,0,0,3,NA,3040,0,98042,16,0
"18416",252,4,2,1120,8250,1,0,0,4,7,1120,0,98058,55,0
"18417",618,5,2,1880,18295,1,0,0,4,7,1880,0,98005,66,0
"18418",265,3,1,1070,4800,1,0,0,3,6,970,100,98126,74,0
"18419",465,3,2,1560,8509,1,0,0,3,8,790,770,98034,52,0
"18420",240,2,1,870,6552,1,0,NA,3,6,870,0,98133,74,0
"18421",217,3,1,1000,12000,1,0,0,3,7,1000,0,98023,62,0
"18422",415,4,2,2520,4200,2,0,0,4,7,1510,1010,98144,112,0
"18423",274,2,2,1700,7992,1,0,0,4,7,950,750,98023,41,0
"18424",420,5,3,2150,6117,1,0,0,3,7,1370,780,98106,18,0
"18425",1062.5,4,3,1590,6000,2,0,0,4,8,1590,0,98112,96,0
"18426",1415,4,5,4670,43950,2,0,0,3,12,4670,0,98006,32,0
"18427",618.5,3,2,1800,5000,1,0,0,4,7,1080,720,98115,79,0
"18428",295,3,2,1670,10800,1,0,0,4,8,1670,0,98022,65,0
"18429",400,3,2,1010,12252,1,0,0,3,8,1010,0,98074,41,0
"18430",595,3,2,2550,6677,2,0,0,3,8,2550,0,98028,19,0
"18431",1728,4,3,3700,20570,1,0,0,4,10,1850,1850,98004,45,0
"18432",261,3,2,1350,7686,1,0,0,3,7,1350,0,98038,34,0
"18433",780,5,2,1660,4000,2,0,NA,5,8,1660,0,98109,92,0
"18434",589,3,2,1390,5040,1,0,0,3,7,1090,300,98105,74,0
"18435",230,3,2,1720,9125,1,0,0,4,7,1140,580,98092,40,0
"18436",690,4,4,2980,2147,2,0,0,3,10,2490,490,98029,15,0
"18437",524,4,2,2190,15491,2,0,0,3,8,2190,0,98074,40,0
"18438",380,2,2,1230,987,2,0,0,3,7,1060,170,98144,10,0
"18439",357.5,3,1,1000,4080,1,0,0,4,7,740,260,98126,76,0
"18440",330,3,2,2500,10697,1,0,0,3,8,2500,0,98022,27,0
"18441",635,5,2,2240,4750,1,0,0,4,7,1120,1120,98115,101,0
"18442",934,9,3,2820,4480,2,0,0,3,7,1880,940,98105,103,0
"18443",358.5,2,2,1400,865,2,0,0,3,8,1110,290,98029,16,0
"18444",401,3,2,1470,6867,1,0,0,3,8,1470,0,98155,66,0
"18445",270,3,2,1820,7750,1,0,0,3,8,1820,0,98023,29,0
"18446",705,4,2,2060,6000,1,0,1,4,8,1370,690,98136,67,0
"18447",325,3,2,1670,17071,1,0,0,3,7,1100,570,98014,33,0
"18448",384.95,3,1,1540,7740,1,0,0,4,7,1540,0,98126,112,0
"18449",310,3,1,1210,9730,1,0,0,4,7,1210,0,98133,68,NA
"18450",829.95,4,2,3430,42775,2,0,0,3,10,3430,0,98077,29,0
"18451",353,3,2,2550,6021,2,0,0,3,7,2550,0,98030,19,0
"18452",170.5,2,1,1060,7700,1,0,0,3,7,820,240,98055,40,0
"18453",885.25,4,2,3670,49658,2,0,0,3,10,3670,0,98074,22,0
"18454",2700,4,3,4420,7850,2,1,NA,3,11,3150,1270,98008,20,0
"18455",245,3,2,1550,9126,1,0,0,5,7,1550,0,98022,64,0
"18456",469,3,2,1190,1290,3,0,0,3,8,1190,0,98107,13,0
"18457",455,3,1,1300,3550,2,0,0,3,7,1300,0,98105,94,0
"18458",305,4,2,2430,5959,2,0,0,3,8,2430,0,98092,19,0
"18459",840,7,4,4290,37607,2,0,0,5,NA,4290,0,98027,39,0
"18460",905,5,4,3500,10155,2,0,0,3,10,2570,NA,98006,25,0
"18461",219.2,3,2,1680,7000,2,0,0,4,7,1680,0,98002,53,0
"18462",455,3,2,1250,8004,1,0,0,3,7,1250,0,98008,56,0
"18463",195,2,1,1020,8100,1,0,0,3,6,1020,0,98168,81,0
"18464",799,3,1,NA,4178,2,0,0,3,8,1510,0,98103,119,1
"18465",285,2,1,910,8155,1,0,0,4,6,910,0,98155,73,0
"18466",300,3,2,1320,15053,1,0,0,3,7,1320,0,98072,42,0
"18467",83,2,1,900,8580,1,0,0,3,5,900,0,98168,103,0
"18468",220,2,1,890,4804,1,0,0,4,7,890,0,98133,93,0
"18469",174.5,2,2,1240,2689,2,0,0,3,7,1240,0,98003,35,0
"18470",695,4,2,2960,10760,2,0,0,3,9,2960,0,98029,34,NA
"18471",255,3,2,1020,11410,1,0,0,3,7,1020,0,98059,62,0
"18472",539,5,2,2590,7245,1,0,NA,3,8,1510,1080,98008,48,0
"18473",552.7,2,1,1100,2800,1,0,0,3,7,1100,0,98119,96,0
"18474",571.5,3,1,1300,6710,1,0,0,4,6,1300,0,98040,69,0
"18475",263.7,3,1,1200,6561,1,0,0,3,6,1200,0,98177,71,1
"18476",3300,8,4,7710,11750,4,0,0,5,12,6090,1620,98112,117,0
"18477",186.95,2,2,1390,1302,2,0,0,3,7,1390,0,98003,35,0
"18478",520,3,2,1430,53628,2,0,0,3,8,1430,0,98024,36,0
"18479",358,3,2,NA,7194,1,0,0,4,7,1250,0,98034,52,0
"18480",210,2,1,840,49658,1,0,0,2,6,840,0,98168,73,0
"18481",3650,5,4,5020,NA,2,0,1,3,12,3970,1050,98004,14,0
"18482",543,4,2,2060,8767,NA,0,0,3,8,2060,0,98052,38,0
"18483",330,4,2,2000,10679,1,0,0,3,7,1350,650,98148,61,0
"18484",529,3,2,1530,3400,1,0,0,3,7,990,540,98112,114,1
"18485",295,1,1,700,2500,1,0,0,4,7,700,0,98106,114,0
"18486",365,3,1,950,8450,1,0,0,3,7,950,0,98033,59,0
"18487",473,3,3,1380,1081,3,0,0,3,8,1380,0,98107,16,0
"18488",403.5,3,1,1830,8004,1,0,0,3,8,1200,630,98125,61,0
"18489",544,3,2,1790,8203,2,0,1,3,7,1790,0,NA,111,0
"18490",621,3,1,1340,4000,2,0,0,4,7,1340,0,98105,94,0
"18491",672.6,3,2,1520,5750,2,0,0,3,8,1400,120,98116,113,1
"18492",689.8,2,2,1370,3125,1,0,0,3,7,1090,280,98199,71,0
"18493",613,3,2,1470,4480,1,0,0,4,7,1130,340,98105,103,0
"18494",808,4,2,2500,8866,2,0,0,4,9,2500,0,98007,34,0
"18495",301,3,1,1060,9241,1,0,0,4,7,1060,0,98133,65,0
"18496",340,3,2,1210,9635,1,0,0,4,7,1210,0,98019,34,0
"18497",206,3,1,920,8400,1,0,0,3,7,920,0,98032,58,0
"18498",550,3,2,1340,6000,1,0,0,4,7,1340,0,98040,61,0
"18499",325,2,1,960,4800,2,0,0,2,NA,960,0,98116,109,0
"18500",475,3,2,1630,7586,2,0,0,3,8,1630,0,98029,35,0
"18501",432.1,3,2,1840,7350,1,0,0,3,8,1310,530,98034,45,0
"18502",359,3,2,3085,7280,1,0,0,4,7,1560,1525,98056,62,0
"18503",490,3,1,920,4800,1,0,0,4,6,780,140,98117,95,0
"18504",648.36,4,2,2260,7005,1,0,1,4,7,1130,1130,98033,NA,0
"18505",340,3,2,1730,11986,1,0,3,NA,6,1730,0,98198,103,0
"18506",545,3,2,1610,8069,1,0,0,NA,7,1090,520,98006,66,0
"18507",115,2,1,550,7980,1,0,0,3,5,550,0,98146,69,0
"18508",705.64,3,2,2400,12350,1,0,0,4,8,1420,980,98033,53,0
"18509",300,3,2,1960,1585,2,0,0,3,7,1750,210,98118,18,0
"18510",1650,4,3,3190,14904,1,0,3,4,9,1940,1250,98004,72,1
"18511",1137.5,4,4,3160,4200,2,0,4,3,8,2180,980,NA,22,0
"18512",280,3,2,1550,7410,2,0,0,5,7,1550,0,98178,77,0
"18513",245,4,2,1930,7650,1,0,0,4,8,1280,650,98023,40,NA
"18514",564,4,1,1170,4590,2,0,0,4,7,1170,0,98115,96,0
"18515",849,3,2,2520,4534,1,0,0,5,9,1460,1060,98199,67,0
"18516",698,3,NA,1220,7447,1,0,0,4,7,1220,0,98033,57,0
"18517",319,3,1,960,8556,1,0,0,3,7,960,0,98034,50,0
"18518",1450,3,4,4110,15720,1,0,1,3,NA,2230,1880,98034,21,0
"18519",695,4,4,3310,21050,2,0,NA,5,9,2400,910,98027,29,0
"18520",680,4,3,2220,5310,1,0,0,NA,7,1170,1050,98144,70,0
"18521",287.5,4,2,2250,12000,2,0,0,3,8,2250,0,98032,36,0
"18522",465,3,3,1510,1850,2,0,2,3,8,1230,280,98107,20,0
"18523",335,3,1,1350,14212,1,0,0,4,6,1350,0,98053,40,0
"18524",602,4,2,2420,37800,1,0,0,4,8,1880,540,98053,40,0
"18525",482,3,2,2950,6545,2,0,0,3,8,2950,0,98059,18,0
"18526",220,5,1,1260,8382,2,0,0,3,7,1260,0,98146,103,0
"18527",206,4,2,1700,6025,1,0,0,3,6,1700,0,98002,43,0
"18528",1100,4,3,NA,5760,2,0,0,3,9,2120,1200,98199,67,1
"18529",491.15,3,2,1470,3971,2,0,0,3,7,1470,0,98053,18,0
"18530",390,4,3,2500,12848,1,0,1,3,8,2120,380,98003,46,0
"18531",393,4,2,2641,8091,2,0,0,3,7,2641,0,98031,23,0
"18532",635,4,2,2260,8457,2,0,0,3,9,2260,0,98074,29,0
"18533",490,2,1,1160,5000,1,0,0,4,8,1160,0,98117,84,0
"18534",770,4,4,3680,2242,2,0,0,NA,9,2670,1010,98112,91,1
"18535",665,2,2,1615,4590,2,0,0,5,8,1615,0,98103,115,0
"18536",287,3,1,1250,26862,1,0,0,3,7,1250,0,98058,56,0
"18537",410,3,1,1230,7020,1,0,0,3,7,1090,140,98116,97,0
"18538",562,3,2,2510,5200,1,0,0,5,8,1470,1040,98106,96,0
"18539",475,2,2,1540,54450,2,0,0,3,7,1540,0,98053,38,0
"18540",387.5,3,NA,1860,2218,3,0,0,3,8,1860,0,98125,20,0
"18541",580,5,2,2700,10875,NA,0,0,4,7,1540,1160,98007,59,0
"18542",930,3,2,3290,6830,2,0,0,3,10,NA,0,98052,21,0
"18543",625,3,2,2700,18893,NA,0,0,4,7,2110,590,98010,73,1
"18544",325,3,2,1570,5600,1,0,0,3,8,1570,0,98058,22,0
"18545",235,3,2,1950,8712,1,0,0,3,7,1950,0,98055,61,0
"18546",450,2,1,1380,4390,1,0,0,4,8,880,500,98115,90,0
"18547",745,4,3,2410,5650,2,0,0,5,8,2070,340,98116,112,0
"18548",223,4,2,1200,8470,1,0,0,4,7,1200,0,98023,60,0
"18549",630,4,2,1770,12278,1,0,0,3,7,1350,420,98115,84,0
"18550",413.45,3,2,1540,1614,3,0,0,3,8,1470,70,98103,13,0
"18551",720,5,3,2860,NA,2,0,0,3,9,2860,0,98052,16,0
"18552",339,3,2,1740,21980,1,0,0,4,7,1740,0,98042,48,0
"18553",1115.5,4,4,2830,4000,2,0,0,3,7,1840,990,98144,102,1
"18554",839,5,4,4280,11307,2,0,0,3,NA,2710,1570,98027,25,0
"18555",2950,4,3,3890,25470,2,1,NA,5,10,3030,860,98105,98,0
"18556",568,4,2,2340,50233,1,0,0,4,7,1170,1170,98075,55,0
"18557",269,3,2,1410,10577,1,0,NA,3,7,1410,0,98030,27,0
"18558",382,2,2,1350,2560,1,0,0,4,8,1350,0,98052,47,0
"18559",574,2,2,1100,1114,2,0,0,3,8,900,200,98122,NA,0
"18560",405,3,2,2070,4697,2,0,0,3,7,2070,0,98065,19,0
"18561",572,3,2,2360,9938,1,0,0,3,8,1690,670,98027,34,0
"18562",675,4,2,2760,12100,2,0,0,4,9,NA,0,98074,45,0
"18563",165,4,1,1220,7980,2,0,0,3,6,1220,0,98178,77,0
"18564",260,4,1,1220,7980,2,0,0,3,6,1220,0,98178,77,0
"18565",196,3,1,1220,6719,1,0,0,3,6,1220,0,98198,NA,0
"18566",515,3,2,3020,12184,2,0,0,3,8,3020,NA,98019,18,0
"18567",810,4,4,3470,NA,2,0,3,3,8,2520,950,98125,42,0
"18568",365.65,4,2,2380,7700,2,0,0,4,8,2380,0,98055,NA,0
"18569",651,3,3,2260,1834,2,0,0,3,8,1660,600,98122,19,0
"18570",240,2,1,720,6345,1,0,0,3,6,720,0,98106,78,0
"18571",299,3,2,1730,6007,1,0,0,3,8,1730,0,98030,17,0
"18572",768,3,2,2660,10928,2,0,0,3,NA,1830,830,98006,33,0
"18573",397.38,2,1,1030,5072,1,0,0,3,6,1030,0,98115,97,1
"18574",476,4,3,2890,6885,1,0,0,3,7,1590,1300,98115,76,1
"18575",315,3,1,890,5200,1,0,0,3,7,890,0,98118,64,0
"18576",240,3,2,1410,7290,1,0,0,3,7,940,470,98118,41,0
"18577",325,2,1,810,4080,1,0,0,4,6,810,0,98126,80,0
"18578",160,3,2,1370,8006,2,0,0,3,7,1370,0,98001,31,0
"18579",435,3,2,2260,5100,2,0,0,3,8,2260,0,98019,14,0
"18580",427.5,3,2,1430,16200,1,0,0,4,7,1430,0,98027,54,0
"18581",450,NA,2,2510,10240,1,0,0,4,8,1410,1100,98059,37,0
"18582",688,3,2,1760,4880,2,0,3,3,8,1290,470,NA,93,0
"18583",285,4,1,1430,3600,1,0,0,3,6,980,450,98106,74,0
"18584",530,3,3,1510,1125,3,0,0,3,8,1510,0,98107,15,0
"18585",195,4,2,1320,7694,1,0,0,3,7,1320,0,98148,93,1
"18586",250.2,3,2,1180,7384,1,0,0,5,7,1180,0,98032,62,0
"18587",1100,3,2,1560,8570,1,0,0,5,7,1080,480,98004,44,0
"18588",732.5,3,2,2470,10321,2,0,0,3,9,2470,0,98052,33,0
"18589",194.25,3,2,2190,8834,1,0,0,3,7,1390,800,98001,NA,0
"18590",526,4,2,1610,8000,1,0,0,3,7,1190,420,98008,55,0
"18591",520,4,3,2700,9882,2,0,0,3,7,NA,0,98155,63,1
"18592",526,3,2,1530,6125,1,0,0,3,7,1120,410,98116,63,0
"18593",1135.25,5,4,7320,217800,2,0,0,3,11,7320,0,98058,29,0
"18594",202,2,1,920,7569,1,0,0,4,6,920,0,NA,71,0
"18595",645.5,4,2,2990,8622,2,0,0,3,9,2990,0,98065,21,0
"18596",570,1,1,720,7540,1,1,4,4,6,720,0,98198,116,0
"18597",325,3,2,1750,NA,2,0,0,4,5,1750,0,98133,85,0
"18598",725,2,1,2410,5930,2,0,0,3,9,1930,480,98116,14,0
"18599",192,3,2,1240,10361,1,0,0,3,6,1240,0,98042,34,0
"18600",560,2,1,1010,9219,1,0,0,4,7,1010,0,98033,61,0
"18601",283.45,5,3,2770,6116,1,0,0,3,7,1490,1280,98168,42,0
"18602",863,4,2,2800,5400,1,0,0,3,9,1400,1400,98115,97,1
"18603",815,4,2,1400,4800,2,0,0,3,7,1400,0,98122,35,0
"18604",245,2,1,1020,7679,1,0,0,5,6,1020,0,98056,79,0
"18605",1315,4,3,2860,10292,1,0,0,4,8,2860,0,98004,68,1
"18606",1156,NA,4,4270,12305,2,0,2,3,10,4270,0,98006,27,0
"18607",480,3,NA,2270,4488,2,0,0,3,7,2270,0,98065,22,0
"18608",600,4,2,2560,5593,2,0,0,3,7,2560,0,98053,20,0
"18609",329.95,2,1,900,5220,1,0,0,4,6,900,0,98146,65,0
"18610",299.5,4,NA,2010,12085,2,0,0,3,8,2010,0,98042,35,0
"18611",460,3,2,1690,5131,1,0,0,3,7,1690,0,98126,80,1
"18612",515,5,4,2310,5249,2,0,0,3,8,1560,NA,98118,21,0
"18613",405,3,2,1520,1245,3,0,0,3,8,1520,0,98103,17,0
"18614",483,4,2,1220,3780,2,0,0,NA,7,1220,0,98107,94,0
"18615",377,4,2,2170,11511,2,0,0,3,8,2170,0,98031,29,0
"18616",568,4,2,2790,17476,1,0,2,3,7,1450,1340,98166,65,0
